baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,description,entrez,ensembl
8191.296552603292,-0.23661241741385586,0.05831115544084447,-4.057755597964348,4.954657838371363e-5,0.0035076180511405654,Tcea1,transcription elongation factor A (SII) 1,21399,
8049.666879083472,-0.539857373876118,0.10897538620823717,-4.95393861550097,7.272615753718913e-7,9.45817146578096e-5,Sgk3,serum/glucocorticoid regulated kinase 3,170755,
7975.026572683347,0.2184330977044331,0.06957274136340204,3.1396362055576175,0.0016915775731711935,0.045203999166159275,Tceb1,NA,NA,
1287.347837036025,0.6104729593419339,0.17976999231449817,3.3958557347766,6.841440822209033e-4,0.02355199539520078,Fam135a,"family with sequence similarity 135, member A",68187,
1225.0628913544751,-0.6373890805505987,0.17921204661783716,-3.556619616703595,3.756574745461996e-4,0.015338182047924712,Phf3,PHD finger protein 3,213109,
10992.32954356446,-0.24081000985584755,0.06487097972863232,-3.7121377056921565,2.0551611535638226e-4,0.00994090727291556,Ptp4a1,protein tyrosine phosphatase 4a1,19243,
2769.4779733872933,-0.9424647777023357,0.1662848100174147,-5.667774330100465,1.4466432349243866e-8,3.1356438611811675e-6,Dst,dystonin,13518,
7164.14519421031,-0.1959582816069792,0.05982550579141465,-3.275497281881744,0.0010547612934143494,0.03211114155594122,Unc50,unc-50 homolog,67387,
767.8535054030048,0.6680319022501628,0.1852258717833222,3.606579879033468,3.1025937926836797e-4,0.013421785777335266,Il1rl1,interleukin 1 receptor-like 1,17082,
11796.44360416777,-0.42137299370124526,0.10108941263934779,-4.168319734971248,3.068532987815448e-5,0.0023525866230164113,Stk17b,serine/threonine kinase 17b (apoptosis-inducing),98267,
13992.0285852938,-0.2769953657807597,0.08109434152164162,-3.415717552954518,6.361419220808276e-4,0.02229290164864888,Hspd1,heat shock protein 1 (chaperonin),15510,
871.3414269113549,-0.5085450760957476,0.13876950335388674,-3.6646746136928074,2.476532329649024e-4,0.011442231082012609,Nrp2,neuropilin 2,18187,
262.31577177102525,0.9405450024452631,0.29289957507068803,3.211151816175469,0.0013220407117517576,0.03817609996089738,Pard3b,par-3 family cell polarity regulator beta,72823,
1043.5768644401317,1.1106562966625178,0.24992779867938414,4.443908610931693,8.833914048523577e-6,8.206192007932722e-4,Abcb6,"ATP-binding cassette, sub-family B (MDR/TAP), member 6",74104,
3405.9136595704304,0.727843308516269,0.18723179441555332,3.887391619506944,1.0132720568174411e-4,0.00607167832817195,Rhbdd1,rhomboid domain containing 1,76867,
14056.334228415024,-0.30795670626648475,0.09610728208757663,-3.2043014803588226,0.0013539062347116863,0.03884073817456385,Dock10,dedicator of cytokinesis 10,210293,
6100.8969566465,-0.5207357480246694,0.12487311133277196,-4.1701191110468185,3.044404794498205e-5,0.0023525866230164113,Pid1,phosphotyrosine interaction domain containing 1,98496,
10.784151798063089,6.8108008171602465,2.0397198451187672,3.339086411037822,8.405441325917894e-4,0.02753252488043665,C130026I21Rik,RIKEN cDNA C130026I21 gene,620078,
17.915126076554376,7.615581679087315,1.9974216271144303,3.812706128594965,1.3745350943897083e-4,0.007505025077879103,Kcnj13,"potassium inwardly-rectifying channel, subfamily J, member 13",100040591,
28.494943782945278,5.65411701412781,1.3572151731411068,4.165969498441471,3.1003215556961584e-5,0.0023666237197111934,Ugt1a6a,"UDP glucuronosyltransferase 1 family, polypeptide A6A",94284,
3141.6539336627284,-0.57515887287602,0.13743437666613184,-4.184970942701247,2.8520258134760666e-5,0.0022454267805918967,Mlph,melanophilin,171531,
22.458161214837713,8.08823073130089,2.5636530859269957,3.1549630391493677,0.0016051843915750052,0.0438292727261001,Serpinb12,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12",71869,
8065.722519947632,-0.5402623831439479,0.10750861360616422,-5.025293927825063,5.026620649819243e-7,6.894717089755972e-5,Tmem37,transmembrane protein 37,170706,
2276.9158582400128,-0.5247347720682927,0.10964099668823081,-4.785935807938704,1.7019245079311834e-6,1.978853548725019e-4,Ccnt2,cyclin T2,72949,
7864.211386122873,-0.3350034601025724,0.0906167230734083,-3.6969275509023567,2.18224587348604e-4,0.010525739230987473,Ubxn4,UBX domain protein 4,67812,
694.6758843592387,0.8123954484949067,0.2536182115994036,3.203222053225838,0.0013589915148286553,0.038859631963919714,Elk4,"ELK4, member of ETS oncogene family",13714,
